序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期
354,25738,有空常來,臺南市,中西區,民宿,臺南市中西區宮後街13號,0909052178-,,https://maps.google.com/?cid=10612659177467693448,4.2,69,300,8820,2026-09-01,2026-09-02,2,,,,,
355,33209,微睏旅宿,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉三星路二段23巷20弄1號,0989468051,,https://maps.google.com/?cid=4418098430535943483,4.9,68,300,3780,2026-09-01,2026-09-02,2,,,,,
356,32889,有山有谷民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉志學村14鄰橋下62號,0911836266-,,https://maps.google.com/?cid=1231809111958131374,5,68,300,14400,2026-09-01,2026-09-02,2,,,,,
357,15195,心想事成主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄2號,0955972946-,,https://maps.google.com/?cid=2541981271902894484,5,68,300,3600,2026-09-01,2026-09-02,2,,,,,
358,7353,吾家城市客棧,金門縣,金寧鄉,民宿,金門縣金寧鄉湖南13-9號,0927202025082-323231,,https://maps.google.com/?cid=16924120713419509047,4.6,67,300,2250,2026-09-01,2026-09-02,2,,,,,
359,1550,愛那思民宿,臺東縣,臺東市,民宿,臺東縣臺東市興安路二段30號,0978110141-,,https://maps.google.com/?cid=10605295186839686862,4.5,67,300,7200,2026-09-01,2026-09-02,2,,,,,
360,5045,碧山廬禪的民宿,彰化縣,芬園鄉,民宿,彰化縣芬園鄉溪頭村彰南路1段103巷130號,049-2528288,https://bishanhouse.com/index/?p=86,https://maps.google.com/?cid=14188967727477948793,4.3,67,300,4320,2026-09-01,2026-09-02,2,,,,,
361,38636,茶山宿民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路47號,0918216171-,,https://maps.google.com/?cid=13012849828795486839,5,66,300,10800,2026-09-01,2026-09-02,2,,,,,
362,38635,茶山居民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路45號,0918216171-,,https://maps.google.com/?cid=13012849828795486839,5,66,300,10800,2026-09-01,2026-09-02,2,,,,,
363,27848,三星小北歐699,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉上將路二段699號,03-9372679,,https://maps.google.com/?cid=14751178258756428261,4.5,66,300,6120,2026-09-01,2026-09-02,2,,,,,
364,15626,櫻田野民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉福興村福興七街8號,03-8539580,,https://maps.google.com/?cid=15967091477514573918,4.5,65,300,1350,2026-09-01,2026-09-02,2,,,,,
365,33010,東衛參捌民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市東衛里38號,0919624262,,https://maps.google.com/?cid=15233785245957945927,4.9,65,300,4320,2026-09-01,2026-09-02,2,,,,,
366,16040,經典公仔主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮福德路35號,08-8894176,http://www.uukt.com.tw/kenting/47739,https://maps.google.com/?cid=10433144721043954564,5,65,300,4122,2026-09-01,2026-09-02,2,,,,,
367,26352,好山好水民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市山水里13鄰珠江285號,0920787346,,https://maps.google.com/?cid=5574671382821488889,4.9,64,300,3420,2026-09-01,2026-09-02,2,,,,,
368,26855,旭海天空民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市前寮里1鄰前寮23之15號,0925577877,,https://maps.google.com/?cid=13342018666483902875,4.7,64,300,4320,2026-09-01,2026-09-02,2,,,,,
369,33818,森活藝術民宿,新北市,石碇區,民宿,新北市石碇區番子坑17號,02-26638515,,https://maps.google.com/?cid=8450232185394440608,4.8,64,300,9000,2026-09-01,2026-09-02,2,,,,,
370,35320,木漏民宿,嘉義市,西區,民宿,嘉義市西區忠義街197巷16號,0916959739-,,https://maps.google.com/?cid=11595812903770585851,4.9,64,300,10800,2026-09-01,2026-09-02,2,,,,,
371,28938,旋轉吧小人國親子民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉慶豐村8鄰中山路三段482之1號,0921098141,,https://maps.google.com/?cid=7359031290409900999,4.9,63,300,5400,2026-09-01,2026-09-02,2,,,,,
372,16701,元氣滿屋民宿,花蓮縣,秀林鄉,民宿,花蓮縣秀林鄉景美村加灣177之7號,03-8260400,https://www.facebook.com/profile.php?id=100057596921928,https://maps.google.com/?cid=5177554758603541282,4.8,63,300,6480,2026-09-01,2026-09-02,2,,,,,
373,28581,茶田關舍貳館,臺東縣,關山鎮,民宿,臺東縣關山鎮豐原里3鄰平等路90號,0918216171,,https://maps.google.com/?cid=1711059767632617748,5,62,300,7920,2026-09-01,2026-09-02,2,,,,,
374,28490,稻浪九五八民宿,臺東縣,池上鄉,民宿,臺東縣池上鄉福源村5鄰仁愛路10號,0912198958-,,https://maps.google.com/?cid=4414387019345837691,5,62,300,5400,2026-09-01,2026-09-02,2,,,,,
375,36088,YOHO輕旅民宿,嘉義縣,民雄鄉,民宿,嘉義縣民雄鄉東興村葉子寮25之10號,0923560607-,,https://maps.google.com/?cid=17531019550121047640,4.9,61,300,8100,2026-09-01,2026-09-02,2,,,,,
376,38298,T&C 民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉下福東路23-2號,090523786603-9502225,https://www.booking-owlnest.com/23,https://maps.google.com/?cid=11341715805143605963,5,61,300,9000,2026-09-01,2026-09-02,2,,,,,
377,34617,慢慢相遇民宿,臺東縣,臺東市,民宿,臺東縣臺東市興安路一段200巷21弄72號,0963203173-,,https://maps.google.com/?cid=8685579573492757729,5,59,300,5400,2026-09-01,2026-09-02,2,,,,,
378,17359,克洛德-Cloud民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉太昌村12鄰明義五街102巷8號,0937880501,,https://maps.google.com/?cid=2573531241905852323,4.7,57,300,3780,2026-09-01,2026-09-02,2,,,,,
379,2211,遇見，白居旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮北門路110巷15號,0925360196-,https://www.agoda.com/zh-tw/bai-ji-yi-b-b/hotel/kenting-tw.html?cid=1844104&ds=ahï¼2F02ï¼2FnGaZsï¼2FfTIi,https://maps.google.com/?cid=3666202736651411403,3.7,57,300,3600,2026-09-01,2026-09-02,2,,,,,
380,12702,比薩斜塔民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路111-7號,0981147871-,http://www.pisabnb.tw,https://maps.google.com/?cid=15062236605465496388,4.6,57,300,6300,2026-09-01,2026-09-02,2,,,,,
381,35843,迦那會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮船帆路846巷72號,0935951342-,,https://maps.google.com/?cid=13070223826963689044,4.6,56,300,4680,2026-09-01,2026-09-02,2,,,,,
382,36500,尚荷田院民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉十六結路39之23號2樓,0915027688-,,https://maps.google.com/?cid=3256878391450406101,4.6,55,300,13500,2026-09-01,2026-09-02,2,,,,,
383,35186,66号小院子,屏東縣,潮州鎮,民宿,屏東縣潮州鎮盛春路66號,0919575602-,https://www.facebook.com/share/17mMAK7hsL/,https://maps.google.com/?cid=1175040601361415133,5,55,300,3240,2026-09-01,2026-09-02,2,,,,,
384,30606,李寓恆春的家民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆南路2巷86弄71號,0910524177-,,https://maps.google.com/?cid=1646334282776184343,5,54,300,5400,2026-09-01,2026-09-02,2,,,,,
385,28403,躲貓貓民宿,臺南市,安平區,民宿,臺南市安平區安平路606巷35弄33號,0989508533-,https://twstay.com/RWD1/index.aspx?bnb=hidecats,https://maps.google.com/?cid=1641217218657399729,4.8,53,300,6300,2026-09-01,2026-09-02,2,,,,,
386,10496,山邊52民宿,花蓮縣,壽豐鄉,民宿,花蓮縣壽豐鄉豐山村山邊路2段52號,03-8652228,,https://maps.google.com/?cid=8351037034206777684,4.6,52,300,4320,2026-09-01,2026-09-02,2,,,,,
387,17009,艾麗絲泉民宿-天送埤別館,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉天福村東興路20-8號,0908608983-,http://www.alicesprings.com.tw,https://maps.google.com/?cid=18299643678294913399,4.3,51,300,3780,2026-09-01,2026-09-02,2,,,,,
388,38265,阿嬌ㄟ岫,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉中興二路56號,0920394642-,https://ajiaos.shinedy.app,https://maps.google.com/?cid=13577902874122445403,5,51,300,10305,2026-09-01,2026-09-02,2,,,,,
389,34601,LOVE米會館民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉五結中路一段68號,0976941099-,,https://maps.google.com/?cid=2527605035285600025,4.5,50,300,13500,2026-09-01,2026-09-02,2,,,,,
390,31012,耘居villa,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆北路75巷26號,0981114423,,https://maps.google.com/?cid=10282101022049285208,5,49,300,4680,2026-09-01,2026-09-02,2,,,,,
391,7032,九乘九民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市府前路296巷5號,0975022988-,,https://maps.google.com/?cid=9606424164614865859,4.4,49,300,3600,2026-09-01,2026-09-02,2,,,,,
392,15317,日光山林,臺中市,東勢區,民宿,臺中市東勢區新城街288巷22號,0989020819-,http://sunhill.okgo.tw,https://maps.google.com/?cid=13210855841204290516,4.9,49,300,6750,2026-09-01,2026-09-02,2,,,,,
393,37702,言午次方民宿,嘉義縣,布袋鎮,民宿,嘉義縣布袋鎮新厝里新厝仔341之4號,0978090975-,,https://maps.google.com/?cid=16853325009799083487,4.9,48,300,2700,2026-09-01,2026-09-02,2,,,,,
394,36858,洛津做夢,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮中山路163號,0965027163-,https://www.booking-owlnest.com/choebang.house?,https://maps.google.com/?cid=9425338657106676103,5,48,300,27000,2026-09-01,2026-09-02,2,,,,,
395,38514,Villa Samaya Awan 紗幔雅雲灣 B,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉三順路39巷9號,0902101161-,https://selectstaycation.com/,https://maps.google.com/?cid=1507722720391298134,4.9,48,300,5220,2026-09-01,2026-09-02,2,,,,,
396,38512,Villa Samaya Awan 紗幔雅雲灣 A,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉三順路37號,0902101161-,https://selectstaycation.com/,https://maps.google.com/?cid=1507722720391298134,4.9,48,300,5220,2026-09-01,2026-09-02,2,,,,,
397,18738,山月２２Ｖｉｌｌａ別墅民宿,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉十六結路94之7號,090999131303-9875009,http://www.shanyue22.com.tw,https://maps.google.com/?cid=8026870467379231333,4.2,47,300,3420,2026-09-01,2026-09-02,2,,,,,
398,8830,綠堤民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉武淵村東五路75號,03-9503958,,https://maps.google.com/?cid=10860253089584926103,4.6,46,300,5040,2026-09-01,2026-09-02,2,,,,,
399,33138,甌璇Ocean民宿,宜蘭縣,蘇澳鎮,民宿,宜蘭縣蘇澳鎮興安路25號,0911906420-,,https://maps.google.com/?cid=9522176152590833776,5,45,300,7200,2026-09-01,2026-09-02,2,,,,,
400,34494,金玉閣,金門縣,金城鎮,民宿,金門縣金城鎮前水頭37號,0975396312-,,https://maps.google.com/?cid=14028987850970505219,5,45,300,2880,2026-09-01,2026-09-02,2,,,,,
401,38088,快樂小築,宜蘭縣,頭城鎮,民宿,宜蘭縣頭城鎮頭濱路二段208-1號,0935371896-,https://tw-bnb.com/web/happybnb/,https://maps.google.com/?cid=9292737936035117125,5,45,300,13500,2026-09-01,2026-09-02,2,,,,,
402,38620,湘河,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲路179巷20號,0989425332-,,https://maps.google.com/?cid=10047449598330512103,5,45,300,5400,2026-09-01,2026-09-02,2,,,,,
403,33252,巧居,金門縣,金城鎮,民宿,金門縣金城鎮前水頭13號,0975396312082-373018,,https://maps.google.com/?cid=16242514698132531649,5,43,300,7020,2026-09-01,2026-09-02,2,,,,,
404,37455,漫居,臺南市,中西區,民宿,臺南市中西區大埔街32號,0931092673-,,https://maps.google.com/?cid=9134340949356339314,4.8,43,300,5400,2026-09-01,2026-09-02,2,,,,,
405,31412,河畔暮光,臺南市,安平區,民宿,臺南市安平區安億路112號,0909052178-,,https://maps.google.com/?cid=17677699442115473044,4.6,42,300,14400,2026-09-01,2026-09-02,2,,,,,
406,28432,潤民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民運里2鄰中興路130號,0937977177,,https://maps.google.com/?cid=9604634437217690039,5,41,300,5400,2026-09-01,2026-09-02,2,,,,,
407,3368,四季民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉吉安村17鄰中興路186巷5之2號,0912092215,,https://maps.google.com/?cid=18274826810760630260,4.8,41,300,2070,2026-09-01,2026-09-02,2,,,,,
408,2133,月兒田,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉玉光村瑪僯路35-22號,0978777398,,https://maps.google.com/?cid=9898041190976931969,5,41,300,3780,2026-09-01,2026-09-02,2,,,,,
409,12227,漾品屋民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市民立里民權九街3號,0916100359-,,https://maps.google.com/?cid=7702956217591524374,4.3,41,300,2700,2026-09-01,2026-09-02,2,,,,,
410,16413,點點民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路109號,0935086421-,,https://maps.google.com/?cid=10151026592656828653,4.8,40,300,6300,2026-09-01,2026-09-02,2,,,,,
411,32044,府前紅樓,臺南市,中西區,民宿,臺南市中西區府前路一段122巷12號之1,0903322372,,https://maps.google.com/?cid=15596936207756823843,5,40,300,6480,2026-09-01,2026-09-02,2,,,,,
412,36272,漫漫浯島旅棧,金門縣,金湖鎮,民宿,金門縣金湖鎮安民60號,0935914181-,,https://maps.google.com/?cid=7616407199823306397,5,39,300,3420,2026-09-01,2026-09-02,2,,,,,
413,28154,享居,臺南市,中西區,民宿,臺南市中西區西門路二段307巷30號,0929636758-,,https://maps.google.com/?cid=12710973727286163937,4.9,39,300,7999,2026-09-01,2026-09-02,2,,,,,
414,6769,食宿玩家民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉日月村日月街39號,049-2850116,,https://maps.google.com/?cid=2938089395530830139,3.1,39,300,3150,2026-09-01,2026-09-02,2,,,,,
415,34977,三餐四季民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里鎖港一路73巷8號,0960020708-,,https://maps.google.com/?cid=4012503311187285688,5,38,300,3582,2026-09-01,2026-09-02,2,,,,,
416,35495,五分醒,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉五分路一段143號,0936098750-,,https://maps.google.com/?cid=16820302575414449660,4.9,38,300,6120,2026-09-01,2026-09-02,2,,,,,
417,27026,市中心民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主商里7鄰中正路494號二樓,090651988803-8310039,,https://maps.google.com/?cid=8517473156717388405,4.8,37,300,4320,2026-09-01,2026-09-02,2,,,,,
418,16650,君樂民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市興仁里10鄰雙頭掛260號,092804210206-9218950,,https://maps.google.com/?cid=12852818912298793073,4.9,36,300,3780,2026-09-01,2026-09-02,2,,,,,
419,21243,秋約民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮塔后158之9號,0929232773082-331771,,https://maps.google.com/?cid=10686821436424494412,4.9,36,300,4050,2026-09-01,2026-09-02,2,,,,,
420,420,睿凡的家民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮麒麟路88-1號,093560293802-89853168,,https://maps.google.com/?cid=6752148957411159981,4.9,36,300,4320,2026-09-01,2026-09-02,2,,,,,
421,34294,嶼民宿,新北市,瑞芳區,民宿,新北市瑞芳區街頂巷32號,0935735172-,,https://maps.google.com/?cid=14574480467466875238,4.8,36,300,10800,2026-09-01,2026-09-02,2,,,,,
422,8796,夏約民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮塔后158之7號,0929232773082-331771,,https://maps.google.com/?cid=10686821436424494412,4.9,36,300,4050,2026-09-01,2026-09-02,2,,,,,
423,34372,光隅民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮紅柴路13之15號,090205900808-8869008,https://www.lighthaus1315.com,https://maps.google.com/?cid=17902787159914618750,5,35,300,8010,2026-09-01,2026-09-02,2,,,,,
424,35031,穗美人民宿,花蓮縣,瑞穗鄉,民宿,花蓮縣瑞穗鄉瑞美村7鄰中興路53號,0919450258-,,https://maps.google.com/?cid=12973564160690964162,5,35,300,4842,2026-09-01,2026-09-02,2,,,,,
425,22052,歸來民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西衛里26鄰西衛691號,0912059808,https://www.facebook.com/TurtleComePHBB/,https://maps.google.com/?cid=12867140500951651237,4.6,34,300,3600,2026-09-01,2026-09-02,2,,,,,
426,26864,一府民宿,臺南市,中西區,民宿,臺南市中西區國華街二段75號,0980158826,,https://maps.google.com/?cid=12121622191490572343,4.7,33,300,10800,2026-09-01,2026-09-02,2,,,,,
427,4426,星夜神農,臺南市,中西區,民宿,臺南市中西區民權里金華路四段82號,0921197543-,,https://maps.google.com/?cid=5333186619541725755,4.1,33,300,2700,2026-09-01,2026-09-02,2,,,,,
428,30948,236寓所民宿,臺東縣,臺東市,民宿,臺東縣臺東市興盛路236號,0931930383-,https://drive.google.com/file/d/1nLsuiZgtPlaUhlSba775CvykrBVWTLd1/view?usp=sharing,https://maps.google.com/?cid=2735240816110809777,5,32,300,5400,2026-09-01,2026-09-02,2,,,,,
429,35682,邱比特民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路1巷5號之8,0958845568-,,https://maps.google.com/?cid=450691708753910477,5,31,300,4050,2026-09-01,2026-09-02,2,,,,,
430,36578,夏之禾民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮中城里2鄰忠孝路93號,0963780039-,https://ricebnb.tw,https://maps.google.com/?cid=6115486558702276012,5,30,300,5400,2026-09-01,2026-09-02,2,,,,,
431,30687,達布旅,臺南市,中西區,民宿,臺南市中西區忠明街6號,0982978567,,https://maps.google.com/?cid=13246168542223472935,4.5,30,300,7182,2026-09-01,2026-09-02,2,,,,,
432,34426,八里坪民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉三堵路33號,0905636111-,https://8villa.com.tw,https://maps.google.com/?cid=9077886623034403187,5,29,300,7920,2026-09-01,2026-09-02,2,,,,,
433,34980,百香果民宿,花蓮縣,瑞穗鄉,民宿,花蓮縣瑞穗鄉瑞美村7鄰中興路57號,0928282823-,,https://maps.google.com/?cid=801969794578088641,5,29,300,4050,2026-09-01,2026-09-02,2,,,,,
434,28145,尚好居,宜蘭縣,員山鄉,民宿,宜蘭縣員山鄉深洲二路83號,0937159867-,https://www.facebook.com/ShanHaoJuVilla,https://maps.google.com/?cid=17335577327479607909,5,29,300,3942,2026-09-01,2026-09-02,2,,,,,
435,5516,小鹿文娛─劇院酒店,臺南市,北區,旅館,臺南市北區成功路46號,090600817006-2258121,http://www.theatre-hotel.com,https://maps.google.com/?cid=1894117210149667796,4.4,28,300,18792,2026-09-01,2026-09-02,2,,,,,
436,15855,森活會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮省北路375號,08-8881986,https://www.facebook.com/itsLife375,https://maps.google.com/?cid=12666204983199447535,3.7,28,300,22500,2026-09-01,2026-09-02,2,,,,,
437,27313,想來就來,臺南市,中西區,民宿,臺南市中西區大智街29巷17號,0909052178,,https://maps.google.com/?cid=7297063502006962197,3.6,28,300,5400,2026-09-01,2026-09-02,2,,,,,
438,37314,依山棲,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉南投縣鹿谷鄉鳳凰村6鄰新進巷1-37號,0935352664-,https://137.ego.tw,https://maps.google.com/?cid=17685701229979555907,5,25,300,5580,2026-09-01,2026-09-02,2,,,,,
439,38259,金品旅店,屏東縣,枋寮鄉,民宿,屏東縣枋寮鄉僑德路218號,0925148768-,,https://maps.google.com/?cid=17320441047534332494,5,25,300,4500,2026-09-01,2026-09-02,2,,,,,
440,7793,牛奶糖民宿,屏東縣,恆春鎮,民宿,"屏東縣恆春鎮北門路32,34號",0917293775-,,https://maps.google.com/?cid=3617742019175431495,5,25,300,14400,2026-09-01,2026-09-02,2,,,,,
441,16654,金門老爺山莊,金門縣,金湖鎮,民宿,金門縣金湖鎮瓊林里珩厝1-1號,0932970071082-320191,,https://maps.google.com/?cid=6517705077050663254,4,24,300,1980,2026-09-01,2026-09-02,2,,,,,
442,18117,湖下海景渡假民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉湖下223之1號,0919498005-,,https://maps.google.com/?cid=7241683208511468681,4.7,23,300,2160,2026-09-01,2026-09-02,2,,,,,
443,24031,菊逸居民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市東衛里19鄰東衛6之17號,0972638839-,https://www.facebook.com/juyijupenghuhomestay/,https://maps.google.com/?cid=1700334542825621282,4.9,23,300,5400,2026-09-01,2026-09-02,2,,,,,
444,35606,小木旅宿民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街79號,0986796800-,,https://maps.google.com/?cid=4207229679975963713,4.9,23,300,7920,2026-09-01,2026-09-02,2,,,,,
445,2569,YOUNG民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮湖前35號,0931610006082-335800,,https://maps.google.com/?cid=1979489709861611635,4.8,22,300,4500,2026-09-01,2026-09-02,2,,,,,
446,36722,寶寶民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳757號,0938286896-,,https://maps.google.com/?cid=1204628879802160016,5,22,300,4770,2026-09-01,2026-09-02,2,,,,,
447,4821,棒棒糖民宿,臺東縣,臺東市,民宿,臺東縣臺東市中興路3段275巷36弄5號,089-223640,https://www.facebook.com/qin850502?mibextid=vk8aRt,https://maps.google.com/?cid=4728630847350949899,4.9,22,300,5400,2026-09-01,2026-09-02,2,,,,,
448,34569,拾號行旅,彰化縣,溪湖鎮,民宿,彰化縣溪湖鎮彰水路四段315巷10號,093333644304-7525834,,https://maps.google.com/?cid=17522600273835736446,4.5,21,300,5400,2026-09-01,2026-09-02,2,,,,,
449,3653,伯爵民宿,金門縣,金湖鎮,民宿,金門縣金湖鎮新湖里塔后47-11號,0929232773082-331771,,https://maps.google.com/?cid=16034481091556121998,4.5,21,300,4050,2026-09-01,2026-09-02,2,,,,,
450,28115,閒雲小居會館,臺中市,中區,旅館,臺中市中區繼光街123號2至6樓,04-22252080,,https://maps.google.com/?cid=14415603051677281859,4.7,21,300,8640,2026-09-01,2026-09-02,2,,,,,
451,13214,玉榮府,金門縣,金寧鄉,民宿,金門縣金寧鄉盤山村下堡47號,0910394377082-311687,,https://maps.google.com/?cid=7535289011745823880,3.9,20,300,3600,2026-09-01,2026-09-02,2,,,,,
452,34641,海寓所民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里鎖港六路195號,0922137751-,,https://maps.google.com/?cid=9130792175081241650,5,19,300,10800,2026-09-01,2026-09-02,2,,,,,
453,4274,高橋飯店,嘉義市,西區,旅館,嘉義市西區自強里新民路784之1號,05-2852121,http://www.hotelhi.com.tw,https://maps.google.com/?cid=18053132334472679359,3.9,19,300,15120,2026-09-01,2026-09-02,2,,,,,
454,35369,六宿樲館,臺南市,中西區,民宿,臺南市中西區衛民街106號之30,0919768515-,https://www.facebook.com/liuxu2020,https://maps.google.com/?cid=15440945465086264080,4.7,19,300,5400,2026-09-01,2026-09-02,2,,,,,
455,27568,水管民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉南昌村16鄰中山路二段145巷25號,0983263320-,,https://maps.google.com/?cid=6985083308048764344,3.8,19,300,5940,2026-09-01,2026-09-02,2,,,,,
456,35844,朋友家民宿,屏東縣,車城鄉,民宿,屏東縣車城鄉忠孝路96巷4號,0905865573-,,https://maps.google.com/?cid=2266501683524315255,5,19,300,3305,2026-09-01,2026-09-02,2,,,,,
457,36558,杉嶼民宿,新北市,瑞芳區,民宿,新北市瑞芳區街頂巷34之1號,0935735172-,,https://maps.google.com/?cid=10052736516261435216,4.9,18,300,7380,2026-09-01,2026-09-02,2,,,,,
458,35216,大湖一品苑,苗栗縣,大湖鄉,民宿,苗栗縣大湖鄉靜湖村5鄰和平路12號,0961068553-,https://www.dahuyipinyuan.com,https://maps.google.com/?cid=11163915425982026284,4.4,18,300,7200,2026-09-01,2026-09-02,2,,,,,
459,38126,木木杉民宿,南投縣,埔里鎮,民宿,南投縣埔里鎮桃米里7鄰種瓜路6號,0937277913-,,https://maps.google.com/?cid=13276140286828994543,5,17,300,7200,2026-09-01,2026-09-02,2,,,,,
460,31282,大魚漫步旅店,臺南市,安平區,旅館,臺南市安平區平通里27鄰育平八街146號,0980158826,,https://maps.google.com/?cid=86391854410548433,4.3,17,300,8100,2026-09-01,2026-09-02,2,,,,,
461,36366,日月戀海民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國盛里26鄰國盛七街41號,093204665403-8325762,,https://maps.google.com/?cid=8805731015797179981,5,16,300,4050,2026-09-01,2026-09-02,2,,,,,
462,38735,緩寓,新北市,瑞芳區,民宿,新北市瑞芳區烏勢巷57號,0918035172-,,https://maps.google.com/?cid=12011360240899555640,5,16,300,5220,2026-09-01,2026-09-02,2,,,,,
463,16465,晴旅府中館,新北市,板橋區,旅館,新北市板橋區南雅南路一段8號5樓、5樓之1至5樓之24,097931910902-29655480,,https://maps.google.com/?cid=7304992351761845354,4.5,15,300,31500,2026-09-01,2026-09-02,2,,,,,
464,35599,37彎民宿,嘉義縣,梅山鄉,民宿,嘉義縣梅山鄉太平村下坑仔3號,091060569005-2571189,,https://maps.google.com/?cid=9528694165462700282,5,15,300,6840,2026-09-01,2026-09-02,2,,,,,
465,19576,墾丁恆美111旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷111號,08-8899298,,https://maps.google.com/?cid=5202315800871453667,4.4,15,300,3870,2026-09-01,2026-09-02,2,,,,,
466,34552,近山左民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國福里6鄰沙基拉雅街98之1號,0922238350-,,https://maps.google.com/?cid=16840202384287376532,4.8,13,300,9000,2026-09-01,2026-09-02,2,,,,,
467,34979,近山右民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國福里6鄰沙基拉雅街98號,0966891367-,,https://maps.google.com/?cid=16840202384287376532,4.8,13,300,9000,2026-09-01,2026-09-02,2,,,,,
468,38628,海顏民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市光華里3鄰光華123之8號,0956742161-,,https://maps.google.com/?cid=721928723732277128,5,13,300,4500,2026-09-01,2026-09-02,2,,,,,
469,35280,裏島,臺南市,中西區,民宿,臺南市中西區大同路一段46巷24號,0912113567-,,https://maps.google.com/?cid=11132633194161799055,4.6,13,300,4950,2026-09-01,2026-09-02,2,,,,,
470,22134,放慢民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中原路394巷26號,0918224659,http://www.haiyan.tw,https://maps.google.com/?cid=15644249495265711656,4.8,12,300,3150,2026-09-01,2026-09-02,2,,,,,
471,34274,南科驛站,臺南市,新市區,民宿,臺南市新市區三舍里3鄰三舍一街126巷61號,0909052178-,,https://maps.google.com/?cid=3766565581357366112,3.4,12,300,5400,2026-09-01,2026-09-02,2,,,,,
472,8779,悄悄話旅宿,臺中市,后里區,民宿,臺中市后里區安眉路116巷101號,0980168517,,https://maps.google.com/?cid=5975070750791116500,3.5,11,300,8100,2026-09-01,2026-09-02,2,,,,,
